id,text,created_at,author_id,in_reply_to_user_id,lang,author,entities,referenced_tweets,media,geo
1.53097926812939E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-29T18:27:56.000Z,9.14416013164384E+017,,en,"{""protected"":false,""id"":""914416013164384257"",""created_at"":""2017-10-01T09:05:41.000Z"",""public_metrics"":{""followers_count"":698,""following_count"":977,""tweet_count"":2663,""listed_count"":0},""name"":""kamaa Daima🇰🇪"",""username"":""jkenyakwanza"",""url"":"""",""location"":""Thika, Kenya""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.53097922290217E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-29T18:27:45.000Z,1.529842382619E+018,,en,"{""protected"":false,""id"":""1529842382618996739"",""created_at"":""2022-05-26T15:10:46.000Z"",""public_metrics"":{""followers_count"":7,""following_count"":103,""tweet_count"":178,""listed_count"":0},""name"":""Tom Randiki"",""username"":""TomRandiki"",""url"":"""",""location"":""Nairobi, Kenya""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.53097864192813E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-29T18:25:27.000Z,1.4152810617944E+018,,en,"{""protected"":false,""id"":""1415281061794402306"",""created_at"":""2021-07-14T12:04:54.000Z"",""public_metrics"":{""followers_count"":445,""following_count"":408,""tweet_count"":5034,""listed_count"":0},""name"":""da silvaa"",""username"":""Khalid03231523"",""url"":""""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.53097856877957E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-29T18:25:09.000Z,1.12895287120939E+018,,en,"{""protected"":false,""id"":""1128952871209394176"",""created_at"":""2019-05-16T09:18:34.000Z"",""public_metrics"":{""followers_count"":11128,""following_count"":9840,""tweet_count"":27253,""listed_count"":2},""name"":""Frank_KanaTech🇰🇪"",""username"":""Frank_KanaTech"",""url"":""https://t.co/jvvJdCbHvD"",""location"":""Nairobi, Kenya""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.53097820718439E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-29T18:23:43.000Z,1.53021665661784E+018,,en,"{""protected"":false,""id"":""1530216656617844737"",""created_at"":""2022-05-27T15:58:02.000Z"",""public_metrics"":{""followers_count"":24,""following_count"":111,""tweet_count"":691,""listed_count"":0},""name"":""Pk"",""username"":""Pk53534395"",""url"":"""",""location"":""Kisumu, Kenya""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.53097774593264E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-29T18:21:53.000Z,352958065,,en,"{""protected"":false,""id"":""352958065"",""created_at"":""2011-08-11T10:01:26.000Z"",""public_metrics"":{""followers_count"":1860,""following_count"":5002,""tweet_count"":45838,""listed_count"":2},""name"":""whistler"",""username"":""anto_whiz"",""url"":"""",""location"":""254 ""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.530977489627E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-29T18:20:52.000Z,1.53041500694422E+018,,en,"{""protected"":false,""id"":""1530415006944219136"",""created_at"":""2022-05-28T05:06:09.000Z"",""public_metrics"":{""followers_count"":128,""following_count"":173,""tweet_count"":199,""listed_count"":0},""name"":""Hussein Mohamed, MBS."",""username"":""HusselnMohamedg"",""url"":"""",""location"":""Dar es Salaam, Tanzania""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.53097708676411E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-29T18:19:16.000Z,8.06168491661361E+017,,en,"{""protected"":false,""id"":""806168491661361152"",""created_at"":""2016-12-06T16:08:41.000Z"",""public_metrics"":{""followers_count"":693,""following_count"":1197,""tweet_count"":5581,""listed_count"":0},""name"":""💥HUSTLERNATION FOR DR. WSR💥"",""username"":""mp_philo"",""url"":"""",""location"":""Central, Kenya""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.5309766903773E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-29T18:17:41.000Z,2197144079,,en,"{""protected"":false,""id"":""2197144079"",""created_at"":""2013-11-26T17:38:47.000Z"",""public_metrics"":{""followers_count"":9494,""following_count"":8983,""tweet_count"":7925,""listed_count"":0},""name"":""Muchiri Gichuri"",""username"":""MuchiriGichuri"",""url"":""https://t.co/prxl6zRiqJ"",""location"":""Nairobi, Kenya""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.53097661579838E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-29T18:17:24.000Z,1.5227936408836E+018,,en,"{""protected"":false,""id"":""1522793640883597315"",""created_at"":""2022-05-07T04:21:28.000Z"",""public_metrics"":{""followers_count"":493,""following_count"":336,""tweet_count"":404,""listed_count"":0},""name"":""Brian lagat🇰🇪 🇺🇲"",""username"":""brayo_afroo"",""url"":"""",""location"":""Miami, FL""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.53097641912328E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-29T18:16:37.000Z,8.35103019855405E+017,,en,"{""protected"":false,""id"":""835103019855405056"",""created_at"":""2017-02-24T12:24:10.000Z"",""public_metrics"":{""followers_count"":819,""following_count"":699,""tweet_count"":6641,""listed_count"":1},""name"":""Joe Gacheru"",""username"":""joe_clinch"",""url"":"""",""location"":""Kenya""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.53097528116247E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-29T18:12:05.000Z,2322078907,,en,"{""protected"":false,""id"":""2322078907"",""created_at"":""2014-02-01T09:43:54.000Z"",""public_metrics"":{""followers_count"":746,""following_count"":462,""tweet_count"":34441,""listed_count"":2},""name"":""Mbaya Jacksonᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ༝ᅠ༝"",""username"":""jackson_mbaya"",""url"":""""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.5309746557539E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-29T18:09:36.000Z,1.46707816610366E+018,,en,"{""protected"":false,""id"":""1467078166103658498"",""created_at"":""2021-12-04T10:28:07.000Z"",""public_metrics"":{""followers_count"":274,""following_count"":395,""tweet_count"":8507,""listed_count"":0},""name"":""Elkana Mukenya"",""username"":""MukenyaElkana"",""url"":""""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.53097403742546E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-29T18:07:09.000Z,1.47539803533736E+018,,en,"{""protected"":false,""id"":""1475398035337359365"",""created_at"":""2021-12-27T09:28:25.000Z"",""public_metrics"":{""followers_count"":1056,""following_count"":2710,""tweet_count"":5245,""listed_count"":0},""name"":""Syachsymo"",""username"":""syachsymo2"",""url"":""""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.53097383171163E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-29T18:06:20.000Z,1.53027355268295E+018,,en,"{""protected"":false,""id"":""1530273552682950658"",""created_at"":""2022-05-27T19:43:59.000Z"",""public_metrics"":{""followers_count"":9,""following_count"":52,""tweet_count"":4,""listed_count"":0},""name"":""Kipruto Chirchir"",""username"":""KiprutoChirch10"",""url"":""""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.53097257433054E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-29T18:01:20.000Z,4866587633,,en,"{""protected"":false,""id"":""4866587633"",""created_at"":""2016-01-31T14:13:21.000Z"",""public_metrics"":{""followers_count"":7159,""following_count"":7201,""tweet_count"":28578,""listed_count"":1},""name"":""Kanji"",""username"":""kajikanji"",""url"":"""",""location"":""Air Base""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.53097250214263E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-29T18:01:03.000Z,1.51917470747559E+018,,en,"{""protected"":false,""id"":""1519174707475587072"",""created_at"":""2022-04-27T04:41:07.000Z"",""public_metrics"":{""followers_count"":0,""following_count"":1,""tweet_count"":1,""listed_count"":0},""name"":""Lilian Wambui"",""username"":""LilianW15636770"",""url"":""""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.53097216886307E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-29T17:59:43.000Z,9.40013503087284E+017,,en,"{""protected"":false,""id"":""940013503087284226"",""created_at"":""2017-12-11T00:20:58.000Z"",""public_metrics"":{""followers_count"":452,""following_count"":627,""tweet_count"":17474,""listed_count"":0},""name"":""KIAMBU HSTLR"",""username"":""bibirioni"",""url"":"""",""location"":""Limuru, Kiambu County,Kenya""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.53097205480727E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-29T17:59:16.000Z,548305723,,en,"{""protected"":false,""id"":""548305723"",""created_at"":""2012-04-08T09:57:55.000Z"",""public_metrics"":{""followers_count"":566,""following_count"":681,""tweet_count"":24282,""listed_count"":3},""name"":""Mass"",""username"":""ole_tipis"",""url"":"""",""location"":""Mukuru kwa Reuben""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.5309717226059E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-29T17:57:57.000Z,1.11366323678256E+018,,en,"{""protected"":false,""id"":""1113663236782555136"",""created_at"":""2019-04-04T04:43:01.000Z"",""public_metrics"":{""followers_count"":674,""following_count"":468,""tweet_count"":6499,""listed_count"":0},""name"":""china man. 🍥"",""username"":""Tonypaneah"",""url"":"""",""location"":""Central, Kenya""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.5309716772403E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-29T17:57:46.000Z,3430248934,,en,"{""protected"":false,""id"":""3430248934"",""created_at"":""2015-08-18T17:28:06.000Z"",""public_metrics"":{""followers_count"":334,""following_count"":2602,""tweet_count"":1231,""listed_count"":0},""name"":""DJ mic sultan"",""username"":""DjMicSultan"",""url"":"""",""location"":""Nairobi county""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.53097135219003E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-29T17:56:29.000Z,99850898,,en,"{""protected"":false,""id"":""99850898"",""created_at"":""2009-12-28T03:38:54.000Z"",""public_metrics"":{""followers_count"":166,""following_count"":807,""tweet_count"":6332,""listed_count"":0},""name"":""eddy nyota"",""username"":""alliontoyota"",""url"":"""",""location"":""great nairobi""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.53097115230219E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-29T17:55:41.000Z,1.1791557346485E+018,,en,"{""protected"":false,""id"":""1179155734648500224"",""created_at"":""2019-10-01T22:07:06.000Z"",""public_metrics"":{""followers_count"":285,""following_count"":191,""tweet_count"":3089,""listed_count"":0},""name"":""eliudlast"",""username"":""eliudlast"",""url"":""""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
1.53097109537699E+018,"RT @OleItumbi: KAGIO - The town the La Mada PS calls home, has DECIDED!

Kirinyaga County,My home County, has DECIDED!

That @WilliamsRuto…",2022-05-29T17:55:27.000Z,1.41266464804689E+018,,en,"{""protected"":false,""id"":""1412664648046891008"",""created_at"":""2021-07-07T06:48:10.000Z"",""public_metrics"":{""followers_count"":132,""following_count"":31,""tweet_count"":505,""listed_count"":0},""name"":""Yeee!..23!"",""username"":""kihiko4real"",""url"":""https://t.co/JGTlDHLDNO"",""location"":""Oh, I'm around.""}",,"[{""type"":""retweeted"",""id"":""1530965271044816897"",""created_at"":""2022-05-29T17:32:19.000Z"",""attachments"":{""media_keys"":[""3_1530965217173291008"",""3_1530965229731037184"",""3_1530965238631251971"",""3_1530965254980747264""]},""lang"":""en"",""author_id"":""68382599"",""text"":""KAGIO - The town the La Mada PS calls home, has DECIDED!\n\nKirinyaga County,My home County, has DECIDED!\n\nThat @WilliamsRuto is the next President!\n\nPS wa Arrests and Kifua, getting majibu from the people Direct. Hatupangwingwi!\n\n#MamaMbogaMoment \n\n#HustlerNation\n\n#Radico https://t.co/GDOzOmPkO0""}]",,
